Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Ashburton,4,h,1860000.0,S,Jellis,11.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052.0,2016,11
Hawthorn,3,u,1189000.0,S,Marshall,4.6,1.0,1.0,181.0,122.0,1969.0,Boroondara,-37.8243,145.0328,Southern Metropolitan,11308.0,2016,3
Abbotsford,3,h,1195000.0,SP,Jellis,2.5,2.0,1.0,120.0,128.0,1998.0,Yarra,-37.8022,144.9954,Northern Metropolitan,4019.0,2016,11
North Melbourne,2,u,606000.0,S,Nelson,2.3,1.0,2.0,0.0,84.0,2000.0,Melbourne,-37.8022,144.9439,Northern Metropolitan,6821.0,2016,4
Surrey Hills,6,h,1650000.0,PI,Noel,11.2,3.0,2.0,713.0,295.0,1928.0,Whitehorse,-37.8328,145.10399999999996,Southern Metropolitan,5457.0,2016,5
Richmond,2,t,855000.0,S,Jellis,2.6,1.0,1.0,92.0,115.0,1970.0,Yarra,-37.815,145.00799999999995,Northern Metropolitan,14949.0,2016,10
Toorak,3,u,2205000.0,S,Jellis,4.6,2.0,2.0,0.0,185.0,2014.0,Stonnington,-37.8512,145.0282,Southern Metropolitan,7217.0,2016,10
Seddon,3,h,1330000.0,S,Sweeney,6.6,3.0,2.0,168.0,187.0,2012.0,Maribyrnong,-37.8066,144.887,Western Metropolitan,2417.0,2016,7
Carnegie,3,h,1716000.0,S,Woodards,11.4,2.0,1.0,817.0,130.0,1925.0,Glen Eira,-37.9007,145.047,Southern Metropolitan,7822.0,2016,8
Essendon West,3,t,730000.0,VB,Nelson,9.8,2.0,2.0,0.0,118.0,2015.0,Moonee Valley,-37.7532,144.8848,Western Metropolitan,588.0,2016,6
Moonee Ponds,4,h,1400000.0,PI,Hodges,6.2,2.0,1.0,375.0,200.0,1930.0,Moonee Valley,-37.762609999999995,144.93249,Western Metropolitan,6232.0,2017,7
Hampton,4,h,1680000.0,S,hockingstuart,13.7,1.0,1.0,723.0,90.0,1955.0,Bayside,-37.9437,145.0175,Southern Metropolitan,5454.0,2016,6
Malvern,4,h,3470000.0,S,Marshall,7.4,3.0,2.0,585.0,248.0,1915.0,Stonnington,-37.868,145.03799999999995,Southern Metropolitan,4675.0,2017,2
Abbotsford,3,h,1290000.0,S,Biggin,2.5,1.0,1.0,168.0,124.0,1950.0,Yarra,-37.8007,144.9958,Northern Metropolitan,4019.0,2017,2
Canterbury,3,h,1680000.0,S,Fletchers,9.0,2.0,1.0,325.0,197.0,1910.0,Boroondara,-37.826,145.0729,Southern Metropolitan,3265.0,2016,9
Airport West,4,h,900000.0,S,Harcourts,13.5,2.0,3.0,628.0,146.0,1975.0,Moonee Valley,-37.7256,144.8739,Western Metropolitan,3464.0,2016,11
Altona North,3,u,451500.0,SP,Barlow,9.4,1.0,1.0,180.0,88.0,1965.0,Hobsons Bay,-37.83648,144.86296000000004,Western Metropolitan,5132.0,2017,7
Newport,4,h,940000.0,VB,Williams,8.4,2.0,1.0,379.0,172.0,1930.0,Hobsons Bay,-37.8408,144.8893,Western Metropolitan,5498.0,2016,4
South Morang,4,h,677500.0,S,Harcourts,20.5,2.0,2.0,609.0,195.0,2005.0,Whittlesea,-37.63454,145.06894,Northern Metropolitan,7969.0,2017,8
Ivanhoe,4,h,1720000.0,S,Barry,7.9,2.0,3.0,631.0,233.0,1935.0,Banyule,-37.7771,145.0448,Eastern Metropolitan,5549.0,2016,8
Essendon North,4,h,1291000.0,S,Barry,9.4,2.0,2.0,521.0,157.0,1945.0,Moonee Valley,-37.7372,144.9022,Western Metropolitan,1308.0,2017,8
Hughesdale,2,u,472000.0,S,LITTLE,12.3,1.0,1.0,0.0,70.0,1970.0,Monash,-37.89369,145.08354,Southern Metropolitan,3145.0,2017,7
Melbourne,2,u,450000.0,VB,MICM,2.8,1.0,1.0,0.0,55.0,2014.0,Melbourne,-37.8091,144.9609,Northern Metropolitan,17496.0,2016,7
Strathmore,4,h,1280000.0,VB,Brad,9.7,2.0,2.0,689.0,25.0,1977.0,Moonee Valley,-37.7345,144.9196,Western Metropolitan,3284.0,2017,3
Altona,3,h,1225000.0,S,Barlow,11.0,1.0,1.0,697.0,132.0,1970.0,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301.0,2017,12
Altona North,2,h,510000.0,S,Sweeney,9.4,1.0,1.0,170.0,100.0,2001.0,Hobsons Bay,-37.83658,144.86199,Western Metropolitan,5132.0,2017,7
Yarraville,6,h,2450000.0,VB,Village,6.3,3.0,2.0,1087.0,388.5,1920.0,Maribyrnong,-37.81038,144.89389,Western Metropolitan,6543.0,2017,7
Carlton,2,h,720000.0,PI,hockingstuart,1.8,1.0,1.0,117.0,71.0,1890.0,Melbourne,-37.793,144.9728,Northern Metropolitan,6786.0,2016,7
Maidstone,2,u,352500.0,S,hockingstuart,9.2,1.0,1.0,15100.0,66.0,2012.0,Maribyrnong,-37.7795,144.8729,Western Metropolitan,3873.0,2017,3
Fairfield,4,h,1730000.0,S,Jellis,5.8,2.0,2.0,490.0,226.0,2007.0,Darebin,-37.7749,145.0242,Northern Metropolitan,2970.0,2016,10
Port Melbourne,3,h,1380000.0,S,Marshall,3.8,1.0,0.0,0.0,134.0,1890.0,Port Phillip,-37.8373,144.9397,Southern Metropolitan,8648.0,2016,5
Ivanhoe,3,h,1475000.0,S,Nelson,7.8,1.0,2.0,424.0,114.0,1950.0,Banyule,-37.763529999999996,145.02941,Eastern Metropolitan,5549.0,2017,5
Preston,3,h,1000000.0,VB,Nelson,8.8,1.0,3.0,624.0,145.0,1950.0,Darebin,-37.7373,144.9864,Northern Metropolitan,14577.0,2017,5
Ashburton,5,h,3510000.0,S,Jellis,11.0,5.0,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052.0,2017,3
Brunswick East,3,h,1330000.0,PI,Woodards,4.0,2.0,1.0,161.0,190.0,1890.0,Moreland,-37.772890000000004,144.97503,Northern Metropolitan,5533.0,2017,8
Surrey Hills,3,h,1150000.0,S,Marshall,11.2,2.0,1.0,247.0,145.0,2005.0,Whitehorse,-37.836,145.1046,Southern Metropolitan,5457.0,2016,9
Murrumbeena,2,u,910000.0,S,hockingstuart,10.1,1.0,2.0,402.0,106.0,1970.0,Glen Eira,-37.89801,145.07103999999995,Southern Metropolitan,4442.0,2017,7
Carnegie,2,u,468250.0,S,Ray,11.4,1.0,1.0,912.0,75.0,2008.0,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822.0,2016,8
Hampton,4,h,2600000.0,S,Hodges,13.7,1.0,2.0,1504.0,162.0,1900.0,Bayside,-37.944,145.0015,Southern Metropolitan,5454.0,2016,12
Carnegie,3,h,1600000.0,S,Woodards,11.4,2.0,2.0,751.0,40.0,1923.0,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822.0,2016,7
Ivanhoe,3,h,1850000.0,S,Miles,7.9,2.0,2.0,684.0,232.0,2000.0,Banyule,-37.7659,145.0392,Eastern Metropolitan,5549.0,2017,3
Heidelberg Heights,3,h,915000.0,S,Miles,10.5,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,Eastern Metropolitan,2947.0,2017,2
Essendon,3,h,1500000.0,PI,Red,8.0,2.0,3.0,440.0,190.0,1930.0,Moonee Valley,-37.7524,144.9074,Western Metropolitan,9264.0,2016,5
East Melbourne,1,u,750000.0,SP,Caine,1.5,1.0,0.0,0.0,46.0,1930.0,Melbourne,-37.8136,144.9892,Northern Metropolitan,3040.0,2016,5
Hawthorn,1,u,492000.0,S,Jellis,4.6,1.0,1.0,0.0,63.0,1995.0,Boroondara,-37.8299,145.0422,Southern Metropolitan,11308.0,2017,4
Hawthorn,4,h,5050000.0,VB,Kay,4.6,4.0,2.0,905.0,373.0,1913.0,Boroondara,-37.8168,145.0321,Southern Metropolitan,11308.0,2016,11
Cheltenham,3,t,950000.0,S,Chisholm,17.9,3.0,2.0,160.0,149.0,2013.0,Bayside,-37.96062,145.04296000000005,Southern Metropolitan,9758.0,2017,1
Port Melbourne,2,h,900000.0,SP,Cayzer,3.8,1.0,0.0,124.0,70.0,1900.0,Port Phillip,-37.8356,144.9439,Southern Metropolitan,8648.0,2016,5
Reservoir,2,u,440000.0,SP,Love,11.2,1.0,1.0,183.0,93.0,1980.0,Darebin,-37.7078,145.033,Northern Metropolitan,21650.0,2017,3
Ashwood,3,t,830000.0,S,Barry,12.2,1.0,2.0,212.0,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan,2894.0,2016,8
Bulleen,3,u,787000.0,S,Barry,11.8,1.0,2.0,306.0,100.0,1985.0,Manningham,-37.7792,145.0903,Eastern Metropolitan,4480.0,2017,11
Glenroy,4,h,550000.0,VB,Peter,13.0,2.0,1.0,683.0,138.0,2017.0,Moreland,-37.6964,144.9314,Northern Metropolitan,8870.0,2017,4
South Yarra,3,h,2695000.0,PI,Marshall,3.3,2.0,1.0,215.0,200.0,1910.0,Melbourne,-37.8361,144.9831,Southern Metropolitan,14887.0,2016,12
Glen Iris,2,u,762000.0,S,Jellis,7.3,1.0,1.0,730.0,93.0,1875.0,Stonnington,-37.85563,145.04369,Southern Metropolitan,10412.0,2017,5
Hawthorn East,3,h,1625000.0,SP,Marshall,7.5,2.0,1.0,255.0,115.0,1890.0,Boroondara,-37.8266,145.0493,Southern Metropolitan,6482.0,2016,5
Altona North,3,h,931000.0,S,hockingstuart,11.1,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0,2016,8
Brighton East,4,h,2525000.0,S,Buxton,10.3,2.0,2.0,725.0,300.0,2000.0,Bayside,-37.92884,145.01518000000004,Southern Metropolitan,6938.0,2017,6
St Kilda,3,u,1500000.0,VB,Castran,6.1,1.0,1.0,1669.0,176.0,1920.0,Port Phillip,-37.8646,144.9786,Southern Metropolitan,13240.0,2017,4
St Kilda,2,u,610500.0,SP,Buxton,6.1,2.0,1.0,2920.0,84.0,2006.0,Port Phillip,-37.8709,144.9807,Southern Metropolitan,13240.0,2017,8
Mill Park,4,h,790000.0,S,Ray,17.9,2.0,2.0,530.0,186.0,1990.0,Whittlesea,-37.65217,145.04863,Northern Metropolitan,10529.0,2017,8
South Yarra,2,u,505000.0,S,LITTLE,3.3,1.0,1.0,0.0,72.0,1969.0,Stonnington,-37.8453,145.0012,Southern Metropolitan,14887.0,2016,7
Ferntree Gully,3,h,740000.0,SP,Stockdale,24.8,1.0,2.0,968.0,118.0,1955.0,Knox,-37.88523,145.28553,Eastern Metropolitan,10788.0,2017,7
Watsonia,2,u,655000.0,S,Darren,14.5,1.0,1.0,298.0,98.0,1975.0,Banyule,-37.71098,145.08926,Northern Metropolitan,2329.0,2017,7
Coburg,4,h,1150000.0,PI,Peter,7.8,2.0,2.0,43.0,205.0,1930.0,Moreland,-37.7456,144.9469,Northern Metropolitan,11204.0,2016,7
Flemington,2,u,603000.0,S,Nelson,4.4,1.0,1.0,0.0,96.0,1890.0,Moonee Valley,-37.788000000000004,144.9306,Northern Metropolitan,3593.0,2017,8
Coburg North,4,h,1011000.0,S,Nelson,6.7,2.0,2.0,500.0,145.0,1930.0,Moreland,-37.72165,144.95853,Northern Metropolitan,3445.0,2017,7
Camberwell,3,u,835000.0,S,Marshall,7.8,1.0,1.0,112.0,85.0,1960.0,Boroondara,-37.8378,145.0949,Southern Metropolitan,8920.0,2017,4
South Melbourne,3,u,710000.0,VB,Greg,2.1,2.0,2.0,0.0,150.0,2001.0,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943.0,2017,4
Altona Meadows,3,h,620000.0,S,hockingstuart,15.5,1.0,2.0,466.0,107.0,1975.0,Hobsons Bay,-37.87019,144.7843,Western Metropolitan,7630.0,2017,7
Carnegie,3,u,1170000.0,S,Woodards,11.4,1.0,2.0,0.0,170.0,1925.0,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822.0,2016,10
Albion,3,h,787000.0,S,hockingstuart,10.5,1.0,3.0,716.0,111.0,1955.0,Brimbank,-37.77917,144.81407,Western Metropolitan,2185.0,2017,3
Airport West,3,t,540000.0,SP,Nelson,13.5,2.0,1.0,161.0,101.0,2010.0,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464.0,2016,6
Port Melbourne,1,u,456000.0,SP,Jellis,3.8,1.0,1.0,0.0,63.0,2007.0,Port Phillip,-37.8405,144.9385,Southern Metropolitan,8648.0,2016,11
Hawthorn,3,h,2410000.0,S,Jellis,4.6,2.0,0.0,249.0,171.0,1890.0,Boroondara,-37.8169,145.02100000000004,Southern Metropolitan,11308.0,2017,2
Richmond,2,u,638000.0,S,Biggin,2.6,2.0,1.0,0.0,77.0,2008.0,Yarra,-37.821999999999996,145.0104,Northern Metropolitan,14949.0,2016,4
Hadfield,4,h,600500.0,S,YPA,12.1,2.0,1.0,462.0,161.0,1970.0,Moreland,-37.7062,144.9387,Northern Metropolitan,2606.0,2016,10
Kensington,3,h,1225000.0,SP,Nelson,3.4,2.0,2.0,223.0,122.0,1940.0,Melbourne,-37.794959999999996,144.92659,Northern Metropolitan,5263.0,2017,12
Preston,3,h,930000.0,SP,Love,8.8,1.0,2.0,679.0,143.0,1950.0,Darebin,-37.7392,145.0163,Northern Metropolitan,14577.0,2016,8
Richmond,1,u,500000.0,VB,Jellis,2.6,1.0,1.0,0.0,52.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan,14949.0,2016,7
Prahran,2,u,740000.0,S,Biggin,4.6,1.0,1.0,0.0,100.0,1940.0,Stonnington,-37.85931,145.00616000000005,Southern Metropolitan,7717.0,2017,5
Braybrook,3,h,730000.0,S,Barry,10.8,2.0,2.0,544.0,135.0,1970.0,Maribyrnong,-37.7815,144.855,Western Metropolitan,3589.0,2017,11
Sunshine,3,h,600000.0,S,Sweeney,12.6,1.0,1.0,0.0,126.0,1950.0,Brimbank,-37.7796,144.8455,Western Metropolitan,3755.0,2016,4
Newport,4,h,1650000.0,S,Greg,8.4,1.0,4.0,837.0,173.0,1930.0,Hobsons Bay,-37.836999999999996,144.8772,Western Metropolitan,5498.0,2017,4
Moonee Ponds,3,t,842500.0,S,Jellis,6.9,2.0,1.0,216.0,156.0,1995.0,Moonee Valley,-37.7607,144.9314,Western Metropolitan,6232.0,2016,6
Seddon,3,h,990000.0,S,Jas,6.6,1.0,0.0,371.0,134.0,1910.0,Maribyrnong,-37.8066,144.8853,Western Metropolitan,2417.0,2016,12
Armadale,1,h,1435000.0,SP,Jellis,6.3,2.0,1.0,144.0,107.0,1900.0,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836.0,2016,8
Hawthorn,5,h,5510000.0,S,RT,5.3,2.0,5.0,820.0,300.0,1971.0,Boroondara,-37.83031,145.02973,Southern Metropolitan,11308.0,2017,3
Newport,3,h,891500.0,SP,Sweeney,8.4,1.0,0.0,344.0,130.0,1920.0,Hobsons Bay,-37.8424,144.8754,Western Metropolitan,5498.0,2016,8
Chadstone,4,t,881000.0,S,Ray,13.6,2.0,1.0,188.0,137.0,2014.0,Monash,-37.8781,145.0955,Southern Metropolitan,3582.0,2016,8
Niddrie,4,h,1337000.0,S,Barry,10.4,2.0,2.0,650.0,254.0,1955.0,Moonee Valley,-37.74103,144.88496,Western Metropolitan,2291.0,2017,3
Bentleigh East,4,t,1325000.0,S,Buxton,13.9,4.0,2.0,363.0,265.0,2012.0,Glen Eira,-37.9116,145.0686,Southern Metropolitan,10969.0,2017,2
Reservoir,2,t,530000.0,S,Nelson,11.2,1.0,1.0,0.0,106.0,2007.0,Darebin,-37.7141,145.0047,Northern Metropolitan,21650.0,2016,4
Yarraville,3,h,1275000.0,SP,Village,7.0,1.0,2.0,229.0,128.0,1910.0,Maribyrnong,-37.8172,144.8919,Western Metropolitan,6543.0,2017,2
Frankston,3,h,570000.0,S,U,38.0,1.0,2.0,537.0,118.54,1960.0,Frankston,-38.14264,145.14684,South-Eastern Metropolitan,17055.0,2017,6
Sunshine North,3,h,620000.0,SP,Douglas,13.3,3.0,2.0,221.0,155.0,2011.0,Brimbank,-37.7708,144.8401,Western Metropolitan,4217.0,2016,7
Essendon North,2,u,340000.0,SP,Nelson,9.4,1.0,1.0,0.0,65.0,1960.0,Moonee Valley,-37.7433,144.9074,Western Metropolitan,1308.0,2016,6
Kingsville,2,h,677200.0,SP,Sweeney,7.8,2.0,1.0,180.0,179.0,2011.0,Maribyrnong,-37.8115,144.8763,Western Metropolitan,1808.0,2016,3
Yarraville,1,u,510000.0,SP,hockingstuart,7.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543.0,2017,11
Brunswick,4,h,1802500.0,S,Jellis,5.2,3.0,1.0,238.0,93.0,1910.0,Moreland,-37.7713,144.9643,Northern Metropolitan,11918.0,2016,3
Windsor,1,u,275000.0,VB,Gary,5.1,1.0,1.0,0.0,44.0,1970.0,Port Phillip,-37.8564,145.0016,Southern Metropolitan,4380.0,2016,7
Highett,4,h,1535000.0,S,Thomson,16.0,2.0,2.0,719.0,719.0,1998.0,Bayside,-37.94999,145.03122,Southern Metropolitan,4794.0,2017,7
Bentleigh East,4,h,1110000.0,S,Buxton,13.9,2.0,2.0,583.0,176.0,1960.0,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969.0,2016,9
Hawthorn,1,u,400000.0,PI,Biggin,4.6,1.0,1.0,0.0,41.0,1950.0,Boroondara,-37.8155,145.0161,Southern Metropolitan,11308.0,2016,10
Flemington,1,u,345000.0,SP,Nelson,4.4,1.0,1.0,0.0,46.0,1970.0,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593.0,2016,6
Brunswick East,2,h,620000.0,S,Nicholson,4.0,1.0,1.0,123.0,79.0,1960.0,Moreland,-37.7784,144.97404,Northern Metropolitan,5533.0,2017,7
Carnegie,1,u,250000.0,PI,hockingstuart,11.4,1.0,1.0,0.0,34.0,1960.0,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822.0,2016,10
Glenroy,3,h,570000.0,PI,Barry,13.0,2.0,2.0,585.0,146.0,1975.0,Moreland,-37.6977,144.9071,Northern Metropolitan,8870.0,2016,9
Windsor,3,h,1540000.0,S,Biggin,5.1,2.0,1.0,138.0,147.0,2000.0,Stonnington,-37.8556,144.995,Southern Metropolitan,4380.0,2016,7
Maidstone,4,h,826000.0,S,Rendina,9.2,2.0,2.0,308.0,185.0,2012.0,Maribyrnong,-37.7833,144.8817,Western Metropolitan,3873.0,2016,3
Camberwell,5,h,2125000.0,PI,Marshall,7.8,3.0,2.0,603.0,282.0,1980.0,Boroondara,-37.8437,145.069,Southern Metropolitan,8920.0,2016,5
Collingwood,1,u,372000.0,SP,Woodards,1.6,1.0,1.0,0.0,65.0,2005.0,Yarra,-37.809,144.9911,Northern Metropolitan,4553.0,2016,8
Moorabbin,2,u,605000.0,S,Ray,14.6,1.0,2.0,180.0,68.0,1980.0,Kingston,-37.9363,145.0564,Southern Metropolitan,2555.0,2016,11
Oakleigh South,3,h,875000.0,S,Buxton,14.7,2.0,1.0,258.0,105.0,1999.0,Monash,-37.9156,145.0879,South-Eastern Metropolitan,3692.0,2017,4
Maribyrnong,3,t,560000.0,VB,Biggin,8.7,2.0,2.0,77.0,115.0,2004.0,Maribyrnong,-37.7746,144.8798,Western Metropolitan,4918.0,2016,4
Carlton,2,h,1010000.0,S,Jellis,1.8,1.0,0.0,101.0,60.0,1880.0,Melbourne,-37.7989,144.9713,Northern Metropolitan,6786.0,2017,3
Parkdale,3,h,1415000.0,SP,Obrien,21.5,1.0,2.0,545.0,145.0,1950.0,Kingston,-37.99827,145.07497,South-Eastern Metropolitan,5087.0,2017,5
Bentleigh,6,h,1900000.0,S,hockingstuart,13.0,3.0,2.0,708.0,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,Southern Metropolitan,6795.0,2016,11
Dandenong North,3,h,595000.0,S,C21,24.7,1.0,1.0,530.0,128.0,1970.0,Greater Dandenong,-37.96006,145.22093999999996,South-Eastern Metropolitan,8322.0,2017,3
Fairfield,4,h,2000000.0,VB,Nelson,5.8,3.0,2.0,575.0,280.0,2015.0,Darebin,-37.7671,145.0176,Northern Metropolitan,2970.0,2016,5
Brunswick,3,h,1652000.0,S,Jellis,5.2,1.0,2.0,506.0,196.8,1921.0,Moreland,-37.7723,144.9694,Northern Metropolitan,11918.0,2017,6
Malvern East,2,u,835000.0,S,Jellis,11.2,1.0,1.0,0.0,118.0,1930.0,Stonnington,-37.865,145.0506,Southern Metropolitan,8801.0,2016,6
Braybrook,3,t,502000.0,SP,Sweeney,10.8,1.0,1.0,220.0,106.0,2011.0,Maribyrnong,-37.785,144.8561,Western Metropolitan,3589.0,2017,4
Malvern East,3,h,2250000.0,S,Fletchers,11.2,1.0,2.0,840.0,170.0,1950.0,Stonnington,-37.883,145.0791,Southern Metropolitan,8801.0,2017,6
Brunswick,3,h,1260000.0,S,Rendina,5.2,1.0,6.0,563.0,98.0,1960.0,Moreland,-37.7757,144.9505,Northern Metropolitan,11918.0,2017,3
South Yarra,2,u,535000.0,SP,Gary,2.7,1.0,1.0,0.0,63.0,1970.0,Stonnington,-37.84468,145.00368,Southern Metropolitan,14887.0,2017,3
Hawthorn,3,h,1300000.0,S,Marshall,4.6,2.0,1.0,341.0,155.0,1938.0,Boroondara,-37.8236,145.0425,Southern Metropolitan,11308.0,2016,8
Oakleigh South,5,h,900000.0,S,Ray,14.7,2.0,2.0,558.0,239.0,1987.0,Kingston,-37.9366,145.0954,South-Eastern Metropolitan,3692.0,2017,11
Surrey Hills,4,h,1600000.0,PI,Marshall,11.2,1.0,2.0,600.0,186.0,1886.0,Boroondara,-37.8327,145.0976,Southern Metropolitan,5457.0,2017,5
Ringwood East,3,h,710000.0,S,Noel,21.3,1.0,2.0,314.0,88.0,1989.0,Maroondah,-37.81953,145.24907,Eastern Metropolitan,4407.0,2017,7
Dingley Village,3,t,802000.0,S,Buxton,22.2,2.0,2.0,251.0,185.0,1998.0,Kingston,-37.98146,145.11715,South-Eastern Metropolitan,3940.0,2017,7
Oakleigh East,3,h,875000.0,S,Buxton,12.3,2.0,2.0,295.0,144.0,2006.0,Monash,-37.90088,145.11692,Southern Metropolitan,2547.0,2017,8
Glenroy,4,h,825000.0,S,Stockdale,13.0,2.0,4.0,768.0,194.0,1970.0,Moreland,-37.6979,144.9377,Northern Metropolitan,8870.0,2016,7
Glenroy,2,u,435000.0,S,Nelson,11.2,1.0,1.0,144.0,73.0,2010.0,Moreland,-37.70628,144.92379,Northern Metropolitan,8870.0,2017,7
Glen Iris,4,h,1900000.0,PI,Jellis,9.2,4.0,2.0,708.0,323.0,1985.0,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412.0,2016,4
Bentleigh,3,t,1235000.0,S,Buxton,13.0,2.0,2.0,0.0,160.0,2012.0,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795.0,2017,3
Yarraville,4,h,2035000.0,S,Jas,7.0,2.0,0.0,607.0,201.0,1890.0,Maribyrnong,-37.8128,144.8905,Western Metropolitan,6543.0,2017,8
Maribyrnong,2,u,585000.0,S,Brad,4.3,2.0,2.0,37000.0,90.0,2004.0,Maribyrnong,-37.77518,144.89254,Western Metropolitan,4918.0,2017,3
Canterbury,2,u,816000.0,S,Nelson,8.4,2.0,1.0,8140.0,86.5,2015.0,Boroondara,-37.82091,145.06011,Southern Metropolitan,3265.0,2017,1
Cranbourne North,4,h,500000.0,S,Ray,34.7,2.0,0.0,579.0,149.0,1990.0,Casey,-38.07202,145.27369,South-Eastern Metropolitan,6464.0,2017,7
Essendon,3,h,1385000.0,S,McDonald,8.0,2.0,1.0,619.0,137.0,1930.0,Moonee Valley,-37.7543,144.9318,Western Metropolitan,9264.0,2016,12
Mont Albert,5,h,1400000.0,PI,Marshall,11.8,4.0,2.0,355.0,25.0,1979.0,Whitehorse,-37.812,145.1074,Eastern Metropolitan,2079.0,2016,10
Malvern East,3,h,950000.0,VB,Jellis,11.2,1.0,1.0,288.0,132.0,1999.0,Stonnington,-37.8752,145.0817,Southern Metropolitan,8801.0,2016,8
Ivanhoe,3,h,1225000.0,SP,Miles,7.9,1.0,1.0,572.0,130.0,1930.0,Banyule,-37.7709,145.0425,Eastern Metropolitan,5549.0,2016,4
Canterbury,4,h,2950000.0,S,Marshall,9.0,2.0,2.0,687.0,215.0,1935.0,Boroondara,-37.8186,145.0706,Southern Metropolitan,3265.0,2016,3
Footscray,2,u,395000.0,S,Sweeney,5.1,1.0,1.0,0.0,73.0,1970.0,Maribyrnong,-37.797109999999996,144.88825,Western Metropolitan,7570.0,2017,7
West Melbourne,3,u,995000.0,S,Alexkarbon,1.9,1.0,1.0,0.0,153.0,1940.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230.0,2017,3
Reservoir,2,h,790000.0,S,Barry,11.2,1.0,1.0,585.0,97.0,1950.0,Darebin,-37.719,144.9972,Northern Metropolitan,21650.0,2017,2
Murrumbeena,3,h,1370000.0,S,Woodards,12.1,2.0,2.0,834.0,168.0,1954.0,Glen Eira,-37.8959,145.0736,Southern Metropolitan,4442.0,2016,12
Keilor Park,4,t,746000.0,S,Barry,14.5,3.0,1.0,308.0,174.0,1970.0,Brimbank,-37.7231,144.8602,Western Metropolitan,1119.0,2016,5
Armadale,2,u,592500.0,S,hockingstuart,6.3,1.0,1.0,0.0,73.0,1970.0,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836.0,2016,10
Brighton East,4,h,1650000.0,SA,hockingstuart,10.7,3.0,2.0,598.0,212.0,1948.0,Bayside,-37.9075,145.0248,Southern Metropolitan,6938.0,2016,8
Elwood,2,u,695500.0,SP,Chisholm,7.2,1.0,1.0,887.0,76.0,1973.0,Port Phillip,-37.88349,144.98699,Southern Metropolitan,8989.0,2017,3
Ormond,4,h,1900000.0,S,Buxton,11.4,2.0,2.0,700.0,210.0,1920.0,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578.0,2017,8
Glenroy,4,h,630000.0,S,Stockdale,13.0,2.0,2.0,602.0,180.0,1950.0,Moreland,-37.7005,144.9258,Northern Metropolitan,8870.0,2016,11
Yarraville,2,h,650000.0,PI,Village,7.0,1.0,2.0,304.0,81.0,1960.0,Maribyrnong,-37.8122,144.8671,Western Metropolitan,6543.0,2017,5
Brighton,4,h,1500000.0,VB,Hodges,11.2,2.0,1.0,549.0,195.0,1990.0,Bayside,-37.8869,144.9982,Southern Metropolitan,10579.0,2016,7
Craigieburn,4,h,510000.0,PI,LJ,20.6,2.0,1.0,336.0,83.0,2014.0,Hume,-37.593920000000004,144.89956,Northern Metropolitan,15510.0,2017,7
Richmond,2,u,640000.0,SP,Jellis,2.6,1.0,2.0,0.0,69.0,2000.0,Yarra,-37.8173,144.9965,Northern Metropolitan,14949.0,2016,5
Reservoir,2,t,672000.0,S,hockingstuart,12.0,1.0,1.0,243.0,120.0,2012.0,Darebin,-37.71045,145.0018,Northern Metropolitan,21650.0,2017,7
Kew,2,t,942000.0,S,hockingstuart,5.4,1.0,1.0,0.0,109.0,1975.0,Boroondara,-37.81439,145.04237,Southern Metropolitan,10331.0,2017,3
Aberfeldie,4,h,1200000.0,VB,Nelson,9.1,2.0,2.0,578.0,35.0,2010.0,Moonee Valley,-37.7614,144.8953,Western Metropolitan,1543.0,2016,11
Flemington,2,u,420500.0,S,Jellis,4.4,1.0,1.0,0.0,52.0,1970.0,Moonee Valley,-37.783,144.93200000000004,Northern Metropolitan,3593.0,2016,5
